sourceId,behaviorId,disposition,rationale,owner
"api:apps/api_server/src/integrations/gmail/gmail_service.test.ts:L56","behavior:dashboard-planner-tasks-rhythms-projects-messages-facilities-automations-integrations","retained_integration","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/integrations/gmail/gmail_service.test.ts:L61","behavior:dashboard-planner-tasks-rhythms-projects-messages-facilities-automations-integrations","retained_integration","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/integrations/gmail/gmail_service.test.ts:L89","behavior:dashboard-planner-tasks-rhythms-projects-messages-facilities-automations-integrations","retained_integration","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/__tests__/agent_capability_gaps_repository.test.ts:L105","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/__tests__/agent_capability_gaps_repository.test.ts:L128","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/__tests__/agent_capability_gaps_repository.test.ts:L129","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/__tests__/agent_capability_gaps_repository.test.ts:L133","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/__tests__/agent_capability_gaps_repository.test.ts:L145","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/__tests__/agent_capability_gaps_repository.test.ts:L146","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/__tests__/agent_capability_gaps_repository.test.ts:L152","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/__tests__/agent_capability_gaps_repository.test.ts:L157","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/__tests__/agent_capability_gaps_repository.test.ts:L158","behavior:settings-updates","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/__tests__/agent_capability_gaps_repository.test.ts:L169","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/__tests__/agent_capability_gaps_repository.test.ts:L22","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/__tests__/agent_capability_gaps_repository.test.ts:L30","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/__tests__/agent_capability_gaps_repository.test.ts:L31","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/__tests__/agent_capability_gaps_repository.test.ts:L43","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/__tests__/agent_capability_gaps_repository.test.ts:L55","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/__tests__/agent_capability_gaps_repository.test.ts:L67","behavior:files-search-diffs-worktrees","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/__tests__/agent_capability_gaps_repository.test.ts:L73","behavior:files-search-diffs-worktrees","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/__tests__/agent_capability_gaps_repository.test.ts:L79","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/__tests__/agent_capability_gaps_repository.test.ts:L85","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/__tests__/agent_capability_gaps_repository.test.ts:L86","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L118","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L130","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L138","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L14","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L147","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L156","behavior:permissions-questions-approvals-delegation","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L169","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L181","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L201","behavior:settings-updates","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L202","behavior:settings-updates","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L214","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L22","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L221","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L226","behavior:settings-updates","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L23","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L238","behavior:permissions-questions-approvals-delegation","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L251","behavior:settings-updates","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L261","behavior:settings-updates","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L285","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L286","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L297","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L303","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L311","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L318","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L319","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L328","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L34","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L340","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L351","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L364","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L374","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L375","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L380","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L385","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L395","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L396","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L401","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L406","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L42","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L54","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L55","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L70","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L75","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L84","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L85","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L92","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L98","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_configs_repository.test.ts:L99","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_sessions_repository.test.ts:L100","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_sessions_repository.test.ts:L114","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_sessions_repository.test.ts:L128","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_sessions_repository.test.ts:L133","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_sessions_repository.test.ts:L14","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_sessions_repository.test.ts:L147","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_sessions_repository.test.ts:L15","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_sessions_repository.test.ts:L161","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_sessions_repository.test.ts:L172","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_sessions_repository.test.ts:L189","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_sessions_repository.test.ts:L212","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_sessions_repository.test.ts:L228","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_sessions_repository.test.ts:L243","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_sessions_repository.test.ts:L250","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_sessions_repository.test.ts:L255","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_sessions_repository.test.ts:L264","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_sessions_repository.test.ts:L272","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_sessions_repository.test.ts:L294","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_sessions_repository.test.ts:L308","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_sessions_repository.test.ts:L331","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_sessions_repository.test.ts:L341","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_sessions_repository.test.ts:L35","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_sessions_repository.test.ts:L55","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_sessions_repository.test.ts:L66","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_sessions_repository.test.ts:L74","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/agent_sessions_repository.test.ts:L87","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/denied_tool_events_repository.test.ts:L137","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/denied_tool_events_repository.test.ts:L30","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/denied_tool_events_repository.test.ts:L38","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/denied_tool_events_repository.test.ts:L69","behavior:electron-windows-dialogs-deep-links-security-process-lifecycle-packaging","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/facilities_repository.test.ts:L15","behavior:dashboard-planner-tasks-rhythms-projects-messages-facilities-automations-integrations","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/facilities_repository.test.ts:L41","behavior:dashboard-planner-tasks-rhythms-projects-messages-facilities-automations-integrations","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/facilities_repository.test.ts:L65","behavior:dashboard-planner-tasks-rhythms-projects-messages-facilities-automations-integrations","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/facilities_repository.test.ts:L71","behavior:dashboard-planner-tasks-rhythms-projects-messages-facilities-automations-integrations","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/facilities_repository.test.ts:L8","behavior:dashboard-planner-tasks-rhythms-projects-messages-facilities-automations-integrations","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/users_repository_google_binding.test.ts:L20","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/users_repository_google_binding.test.ts:L29","behavior:files-search-diffs-worktrees","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/users_repository_google_binding.test.ts:L47","behavior:files-search-diffs-worktrees","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/users_repository_google_binding.test.ts:L65","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/repositories/users_repository_google_binding.test.ts:L8","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/routes/agents_models_routes.test.ts:L100","behavior:launch-auth-onboarding","retained_integration","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/routes/agents_models_routes.test.ts:L108","behavior:empty-loading-error-offline-forbidden","retained_integration","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/routes/agents_models_routes.test.ts:L113","behavior:empty-loading-error-offline-forbidden","retained_integration","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/routes/agents_models_routes.test.ts:L59","behavior:empty-loading-error-offline-forbidden","retained_integration","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/routes/agents_models_routes.test.ts:L60","behavior:empty-loading-error-offline-forbidden","retained_integration","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/routes/agents_models_routes.test.ts:L66","behavior:launch-auth-onboarding","retained_integration","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/routes/agents_models_routes.test.ts:L72","behavior:launch-auth-onboarding","retained_integration","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/routes/agents_models_routes.test.ts:L81","behavior:launch-auth-onboarding","retained_integration","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/routes/agents_models_routes.test.ts:L91","behavior:launch-auth-onboarding","retained_integration","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/security/advisory_acks.test.ts:L15","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/security/advisory_acks.test.ts:L28","behavior:files-search-diffs-worktrees","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/security/advisory_acks.test.ts:L34","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/security/advisory_acks.test.ts:L41","behavior:files-search-diffs-worktrees","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/security/advisory_acks.test.ts:L49","behavior:electron-windows-dialogs-deep-links-security-process-lifecycle-packaging","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/security/advisory_acks.test.ts:L57","behavior:files-search-diffs-worktrees","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/security/advisory_acks.test.ts:L67","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/security/approval_store.test.ts:L11","behavior:permissions-questions-approvals-delegation","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/security/approval_store.test.ts:L24","behavior:permissions-questions-approvals-delegation","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/security/approval_store.test.ts:L29","behavior:permissions-questions-approvals-delegation","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/security/approval_store.test.ts:L36","behavior:permissions-questions-approvals-delegation","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/security/approval_store.test.ts:L43","behavior:permissions-questions-approvals-delegation","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/security/approval_store.test.ts:L50","behavior:permissions-questions-approvals-delegation","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/security/approval_store.test.ts:L59","behavior:permissions-questions-approvals-delegation","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/security/command_approval.test.ts:L105","behavior:permissions-questions-approvals-delegation","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/security/command_approval.test.ts:L106","behavior:permissions-questions-approvals-delegation","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/security/command_approval.test.ts:L112","behavior:permissions-questions-approvals-delegation","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/security/command_approval.test.ts:L118","behavior:permissions-questions-approvals-delegation","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/security/command_approval.test.ts:L126","behavior:permissions-questions-approvals-delegation","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/security/command_approval.test.ts:L133","behavior:permissions-questions-approvals-delegation","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/security/command_approval.test.ts:L141","behavior:permissions-questions-approvals-delegation","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
