sourceId,behaviorId,disposition,rationale,owner
"api:apps/api_server/src/__tests__/agent_eval_scoring.test.ts:L99","behavior:permissions-questions-approvals-delegation","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_local_auth_bypass.test.ts:L55","behavior:launch-auth-onboarding","retained_integration","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_local_auth_bypass.test.ts:L65","behavior:launch-auth-onboarding","retained_integration","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_local_auth_bypass.test.ts:L80","behavior:launch-auth-onboarding","retained_integration","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_model_resolver_zen_fallback.test.ts:L24","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_model_resolver_zen_fallback.test.ts:L25","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_model_resolver_zen_fallback.test.ts:L37","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_model_resolver_zen_fallback.test.ts:L47","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_model_resolver_zen_fallback.test.ts:L57","behavior:empty-loading-error-offline-forbidden","retained_integration","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_model_resolver_zen_fallback.test.ts:L67","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_model_visibility.test.ts:L103","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_model_visibility.test.ts:L124","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_model_visibility.test.ts:L139","behavior:settings-updates","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_model_visibility.test.ts:L158","behavior:settings-updates","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_model_visibility.test.ts:L23","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_model_visibility.test.ts:L24","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_model_visibility.test.ts:L35","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_model_visibility.test.ts:L45","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_model_visibility.test.ts:L59","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_model_visibility.test.ts:L60","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_model_visibility.test.ts:L69","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals_postgres.test.ts:L118","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals_postgres.test.ts:L137","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals_postgres.test.ts:L150","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals_postgres.test.ts:L162","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals_postgres.test.ts:L173","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals_postgres.test.ts:L187","behavior:settings-updates","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals_postgres.test.ts:L205","behavior:settings-updates","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals_postgres.test.ts:L61","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals_postgres.test.ts:L73","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals_postgres.test.ts:L97","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals.test.ts:L101","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals.test.ts:L102","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals.test.ts:L120","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals.test.ts:L121","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals.test.ts:L157","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals.test.ts:L162","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals.test.ts:L187","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals.test.ts:L217","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals.test.ts:L243","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals.test.ts:L264","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals.test.ts:L269","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals.test.ts:L284","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals.test.ts:L299","behavior:permissions-questions-approvals-delegation","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals.test.ts:L317","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals.test.ts:L333","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals.test.ts:L350","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals.test.ts:L367","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals.test.ts:L384","behavior:terminal-pty","deferred","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals.test.ts:L39","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals.test.ts:L40","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals.test.ts:L402","behavior:terminal-pty","deferred","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals.test.ts:L422","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals.test.ts:L427","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals.test.ts:L74","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals.test.ts:L75","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_org_proposals.test.ts:L87","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_profile_sync_hygiene.test.ts:L104","behavior:mcp-skills-commands","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_profile_sync_hygiene.test.ts:L116","behavior:mcp-skills-commands","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_profile_sync_hygiene.test.ts:L150","behavior:mcp-skills-commands","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_profile_sync_hygiene.test.ts:L194","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_profile_sync_hygiene.test.ts:L218","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_profile_sync_hygiene.test.ts:L243","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_profile_sync_hygiene.test.ts:L263","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_profile_sync_hygiene.test.ts:L279","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_profile_sync_hygiene.test.ts:L294","behavior:permissions-questions-approvals-delegation","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_profile_sync_hygiene.test.ts:L317","behavior:permissions-questions-approvals-delegation","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_profile_sync_hygiene.test.ts:L336","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_profile_sync_hygiene.test.ts:L351","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_profile_sync_hygiene.test.ts:L362","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_profile_sync_hygiene.test.ts:L373","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_profile_sync_hygiene.test.ts:L384","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_profile_sync_hygiene.test.ts:L405","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_profile_sync_hygiene.test.ts:L423","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_profile_sync_hygiene.test.ts:L446","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_profile_sync_hygiene.test.ts:L467","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_profile_sync_hygiene.test.ts:L502","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_profile_sync_hygiene.test.ts:L518","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_profile_sync_hygiene.test.ts:L530","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_profile_sync_hygiene.test.ts:L556","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_profile_sync_hygiene.test.ts:L588","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_profile_sync_hygiene.test.ts:L603","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_profile_sync_hygiene.test.ts:L85","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_profile_sync_hygiene.test.ts:L90","behavior:empty-loading-error-offline-forbidden","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_research_live_e2e.test.ts:L27","behavior:memory-research-gallery-playbooks-cookbook-schedules-run-quality","retained_integration","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_research_owner_visibility.test.ts:L23","behavior:memory-research-gallery-playbooks-cookbook-schedules-run-quality","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_research_owner_visibility.test.ts:L71","behavior:memory-research-gallery-playbooks-cookbook-schedules-run-quality","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_research_owner_visibility.test.ts:L91","behavior:memory-research-gallery-playbooks-cookbook-schedules-run-quality","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_research_runner.test.ts:L112","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_research_runner.test.ts:L121","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_research_runner.test.ts:L20","behavior:memory-research-gallery-playbooks-cookbook-schedules-run-quality","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_research_runner.test.ts:L53","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_research_runner.test.ts:L83","behavior:memory-research-gallery-playbooks-cookbook-schedules-run-quality","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_research_runner.test.ts:L96","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_schedules_delegation_guard.test.ts:L106","behavior:permissions-questions-approvals-delegation","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_schedules_delegation_guard.test.ts:L121","behavior:permissions-questions-approvals-delegation","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_schedules_delegation_guard.test.ts:L148","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_schedules_delegation_guard.test.ts:L180","behavior:permissions-questions-approvals-delegation","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_schedules_delegation_guard.test.ts:L195","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_schedules_delegation_guard.test.ts:L33","behavior:permissions-questions-approvals-delegation","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_schedules_delegation_guard.test.ts:L71","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_schedules_delegation_guard.test.ts:L91","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_schedules_trigger_now_contract.test.ts:L35","behavior:memory-research-gallery-playbooks-cookbook-schedules-run-quality","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_schedules_trigger_now_contract.test.ts:L54","behavior:memory-research-gallery-playbooks-cookbook-schedules-run-quality","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_schedules_trigger_now_contract.test.ts:L88","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_sessions_mcp_role.test.ts:L102","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_sessions_mcp_role.test.ts:L121","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_sessions_mcp_role.test.ts:L176","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_sessions_mcp_role.test.ts:L196","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_sessions_mcp_role.test.ts:L207","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_sessions_mcp_role.test.ts:L218","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_sessions_mcp_role.test.ts:L231","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_sessions_mcp_role.test.ts:L255","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_sessions_mcp_role.test.ts:L269","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_sessions.test.ts:L1023","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_sessions.test.ts:L1037","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_sessions.test.ts:L106","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_sessions.test.ts:L1083","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_sessions.test.ts:L122","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_sessions.test.ts:L141","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_sessions.test.ts:L160","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_sessions.test.ts:L180","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_sessions.test.ts:L213","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_sessions.test.ts:L244","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_sessions.test.ts:L262","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_sessions.test.ts:L281","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_sessions.test.ts:L290","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_sessions.test.ts:L334","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_sessions.test.ts:L375","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_sessions.test.ts:L397","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_sessions.test.ts:L415","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_sessions.test.ts:L434","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_sessions.test.ts:L455","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_sessions.test.ts:L479","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
"api:apps/api_server/src/__tests__/agent_sessions.test.ts:L508","behavior:sessions-composer-attachments-stream-retry-cancel-reconnect-transcript","retained_unit","Conservative generated default from test_declaration; review before claiming browser or native coverage.","parity-matrix"
